      Date & Time,  Trans,  Elap Time,  Data Trans,  Resp Time,  Trans Rate,  Throughput,  Concurrent,    OKAY,   Failed
2015-08-26 09:22:22,  46491,     240.03,         136,       0.02,      193.69,        0.57,        3.40,   46491,       0
2015-08-26 09:27:22,  46613,     240.03,         136,       0.02,      194.20,        0.57,        3.13,   46613,       0
2015-08-26 09:32:22,  46652,     240.03,         136,       0.02,      194.36,        0.57,        3.03,   46652,       0
2015-08-26 09:37:22,  46463,     240.03,         136,       0.02,      193.57,        0.57,        3.16,   46463,       0
2015-08-26 09:42:22,  46577,     240.03,         136,       0.02,      194.05,        0.57,        3.44,   46577,       0
2015-08-26 09:47:22,  46255,     240.03,         135,       0.02,      192.71,        0.56,        3.18,   46255,       0
2015-08-26 09:52:22,  46470,     240.02,         136,       0.02,      193.61,        0.57,        3.01,   46470,       0
2015-08-26 09:57:22,  46593,     240.04,         136,       0.02,      194.11,        0.57,        3.12,   46593,       0
2015-08-26 10:02:22,  46192,     240.03,         135,       0.02,      192.44,        0.56,        3.48,   46192,       0
2015-08-26 10:07:22,  46181,     240.02,         135,       0.02,      192.40,        0.56,        3.59,   46181,       0
2015-08-26 10:12:22,  46367,     240.03,         136,       0.02,      193.17,        0.57,        3.26,   46367,       0
2015-08-26 10:17:22,  38428,     240.03,         112,       0.12,      160.10,        0.47,       19.18,   38428,       0
2015-08-26 10:22:52,  38175,     240.02,         112,       0.12,      159.05,        0.47,       19.34,   38175,       0
2015-08-26 10:28:22,  38430,     240.03,         112,       0.12,      160.10,        0.47,       19.84,   38430,       0
2015-08-26 10:33:52,  38643,     240.03,         113,       0.12,      160.99,        0.47,       18.88,   38643,       0
2015-08-26 10:39:22,  37780,     240.03,         110,       0.13,      157.40,        0.46,       20.04,   37780,       0
2015-08-26 10:44:52,  38796,     240.03,         113,       0.12,      161.63,        0.47,       18.90,   38796,       0
2015-08-26 10:50:22,  38306,     240.03,         112,       0.13,      159.59,        0.47,       20.16,   38306,       0
2015-08-26 10:55:52,  38490,     240.03,         112,       0.12,      160.35,        0.47,       19.59,   38490,       0
2015-08-26 11:01:22,  38383,     240.04,         112,       0.12,      159.90,        0.47,       19.81,   38383,       0
2015-08-26 11:06:52,  39093,     240.02,         114,       0.12,      162.87,        0.47,       18.78,   39093,       0
2015-08-26 11:12:22,  39122,     240.04,         114,       0.12,      162.98,        0.47,       19.11,   39122,       0
2015-08-26 11:17:52,  38628,     240.03,         113,       0.12,      160.93,        0.47,       19.14,   38628,       0
2015-08-26 11:23:22,  38576,     240.02,         113,       0.12,      160.72,        0.47,       19.34,   38576,       0
2015-08-26 11:28:52,  38924,     240.02,         114,       0.12,      162.17,        0.47,       19.01,   38924,       0
2015-08-26 11:34:22,  38706,     240.03,         113,       0.12,      161.25,        0.47,       19.39,   38706,       0
2015-08-26 11:39:52,  38275,     240.03,         112,       0.12,      159.46,        0.47,       19.61,   38275,       0
2015-08-26 11:45:22,  38354,     240.03,         112,       0.12,      159.79,        0.47,       19.44,   38354,       1
2015-08-26 11:50:52,  38656,     240.03,         113,       0.12,      161.05,        0.47,       19.79,   38656,       0
2015-08-26 11:56:22,  38712,     240.03,         113,       0.12,      161.28,        0.47,       19.39,   38712,       0
2015-08-26 12:01:52,  38752,     240.03,         113,       0.12,      161.45,        0.47,       18.69,   38752,       0
2015-08-26 12:07:22,  38966,     240.03,         114,       0.12,      162.34,        0.47,       19.23,   38966,       0
2015-08-26 12:12:52,  38470,     240.03,         112,       0.12,      160.27,        0.47,       19.60,   38470,       0
2015-08-26 12:18:22,  38135,     240.03,         111,       0.13,      158.88,        0.46,       19.99,   38135,       0
2015-08-26 12:23:52,  38534,     240.03,         113,       0.12,      160.54,        0.47,       19.53,   38534,       1
2015-08-26 12:29:22,  38722,     240.03,         113,       0.12,      161.32,        0.47,       19.19,   38722,       0
2015-08-26 12:34:52,  37560,     240.03,         110,       0.14,      156.48,        0.46,       21.42,   37560,       0
2015-08-26 12:40:22,  38893,     240.03,         114,       0.12,      162.03,        0.47,       19.08,   38893,       0
2015-08-26 12:45:52,  38716,     240.03,         113,       0.12,      161.30,        0.47,       19.76,   38716,       0
2015-08-26 12:51:22,  38937,     240.03,         114,       0.12,      162.22,        0.47,       19.76,   38937,       0
2015-08-26 12:56:52,  38989,     240.03,         114,       0.12,      162.43,        0.47,       18.93,   38989,       0
